isbn,title,authors,publisher,language,genres
9780679454465,The Tailor of Panama,John le Carre,Knopf,English,"['Fiction', 'Espionage', 'Thriller', 'Mystery', 'Spy Thriller', 'Crime', 'Mystery Thriller']"
9780763625290,The Tale of Despereaux,Kate DiCamillo,Candlewick Press,English,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure']"
9780763625290,The Tale of Despereaux,Kate DiCamillo,Candlewick Press,English,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure']"
9780763625290,The Tale of Despereaux,Kate DiCamillo,Candlewick Press,English,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure']"
9780345419637,The Tale of the Body Thief ,Anne Rice,Ballantine Books,English,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy']"
9780747599876,The Tales of Beedle the Bard,J.K. Rowling,Bloomsbury,English,"['Fantasy', 'Fiction', 'Young Adult', 'Short Stories', 'Childrens', 'Magic', 'Middle Grade']"
9780747599876,The Tales of Beedle the Bard,J.K. Rowling,Bloomsbury,English,"['Fantasy', 'Fiction', 'Young Adult', 'Short Stories', 'Childrens', 'Magic', 'Middle Grade']"
9780425105337,The Talisman ,Stephen King,Berkley,English,"['Horror', 'Fiction', 'Thriller', 'Adventure', 'Mystery', 'Audiobook', 'Supernatural']"
9781857239010,The Talismans of Shannara ,Terry Brooks,Orbit,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic']"
9780140067477,The Tao of Pooh,Benjamin Hoff,Penguin Books,English,"['Philosophy', 'Nonfiction', 'Spirituality', 'Religion', 'Self Help', 'Audiobook', 'Taoism']"
9781760403171,The Tattooist of Auschwitz,Heather   Morris,Bonnier Publishing Australia,English,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'World War II', 'Holocaust', 'Romance']"
9780316421997,The Ten Thousand Doors of January,Alix E. Harrow,Redhook,English,"['Fantasy', 'Fiction', 'Historical Fiction', 'Young Adult', 'Magical Realism', 'Audiobook', 'Historical']"
9780743496711,The Tenth Circle,Jodi Picoult,Allen & Ulwin,English,"['Fiction', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Adult', 'Drama', 'Mystery']"
9780671019099,The Tenth Man,Graham Greene,Washington Square Press,English,"['Fiction', 'Classics', 'Historical Fiction', 'War', 'Literature', 'Novels', 'Literary Fiction']"
9781250312839,The Test,Sylvain Neuvel,St Martin's Press,English,"['Science Fiction', 'Fiction', 'Dystopia', 'Novella', 'Adult', 'Audiobook', 'Short Stories']"
9780385493802,The Testament,John Grisham,Doubleday,English,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']"
9780060824976,The Thief ,Megan Whalen Turner,Greenwillow Books,English,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Historical Fiction', 'Young Adult Fantasy', 'High Fantasy']"
9781903434772,The Thief Lord,Cornelia Funke,Chicken House,English,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Adventure', 'Mystery']"
9780767902892,The Things They Carried,Tim O'Brien,Broadway,English,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']"
9781525831515,The Things We Cannot Say,Kelly Rimmer,Graydon House,English,"['Historical Fiction', 'Fiction', 'World War II', 'Audiobook', 'Historical', 'Romance', 'War']"
9780060845506,The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,Harper Perennial,English,"['Science', 'Nonfiction', 'History', 'Anthropology', 'Evolution', 'Biology', 'Sociology']"
9780440987208,The Third Eye,Lois Duncan,Laurel Leaf,English,"['Young Adult', 'Fiction', 'Mystery', 'Fantasy', 'Horror', 'Thriller', 'Paranormal']"
9780743298025,The Thirteenth Tale,Diane Setterfield,Atria Books,English,"['Mystery', 'Historical Fiction', 'Gothic', 'Books About Books', 'Fantasy', 'Adult', 'Historical']"
9781400065455,The Thousand Autumns of Jacob de Zoet,David Mitchell,Random House,English,"['Fiction', 'Historical Fiction', 'Japan', 'Historical', 'Literary Fiction', 'Asia', 'Novels']"
9780689815287,The Three Little Wolves and the Big Bad Pig,Eugene Trivizas,Margaret K. McElderry Books,English,"['Picture Books', 'Childrens', 'Animals', 'Fairy Tales', 'Fiction', 'Fantasy', 'Humor']"
9781423140566,The Throne of Fire ,Rick Riordan,Hyperion Books for Children,English,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Magic']"
9780385343831,The Tiger's Wife,Téa Obreht,Random House,English,"['Fiction', 'Historical Fiction', 'Magical Realism', 'Literary Fiction', 'Fantasy', 'Book Club', 'War']"
9781939126016,The Time Travelers Wife,Audrey Niffenegger,Zola Books,English,"['Fiction', 'Romance', 'Fantasy', 'Time Travel', 'Science Fiction', 'Contemporary', 'Adult']"
9780141382890,The Titan's Curse ,Rick Riordan,Puffin Books,English,"['Fantasy', 'Young Adult', 'Mythology', 'Fiction', 'Middle Grade', 'Adventure', 'Greek Mythology']"
9780425168950,The Titian Committee ,Iain Pears,Berkley,English,"['Mystery', 'Fiction', 'Art', 'Italy', 'Crime', 'Mystery Thriller', 'Art History']"
9780425128169,The Tortilla Curtain,T. Coraghessan Boyle,Berkley,English,"['Horror', 'Fiction', 'Thriller', 'Suspense', 'Mystery', 'Mystery Thriller', 'Coming Of Age']"
9781439198780,The Traitor's Emblem,Juan Gomez-Jurado,Atria Books,English,"['Historical Fiction', 'Fiction', 'Thriller', 'Mystery', 'Historical', 'Spanish Literature', 'Germany']"
9780060155605,The Triumph of Politics: Why the Reagan Revolution Failed,David A. Stockman,Harper & Row,English,"['Politics', 'Nonfiction', 'Economics', 'History', 'American History', 'Government', 'Memoir']"
9780380714759,The True Confessions of Charlotte Doyle,Avi,Harpercollins Childrens Books,English,"['Historical Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Historical', 'Childrens']"
9781590173299,The True Deceiver,Tove Jansson,NYRB Classics,English,"['Fiction', 'Scandinavian Literature', 'Finnish Literature', 'Literary Fiction', 'Classics', 'Novels', 'Swedish Literature']"
9781982173432,The True Love Experiment,Christina Lauren,Gallery Books,English,"['Romance', 'Contemporary', 'Fiction', 'Contemporary Romance', 'Audiobook', 'Adult', 'Chick Lit']"
9780140544510,The True Story of the 3 Little Pigs,Jon Scieszka,Puffin Books,English,"['Picture Books', 'Childrens', 'Fiction', 'Humor', 'Animals', 'Fantasy', 'Fairy Tales']"
9780380978953,The Truth ,Terry Pratchett,Harper,English,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Adult']"
9780142406250,The Truth About Forever,Sarah Dessen,Penguin Group Inc.,English,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen']"
9781501188770,The Turn of the Key,Ruth Ware,Scout Press,English,"['Thriller', 'Mystery', 'Fiction', 'Mystery Thriller', 'Audiobook', 'Horror', 'Suspense']"
9780812989885,The Twelve Lives of Samuel Hawley,Hannah Tinti,The Dial Press,English,"['Fiction', 'Mystery', 'Contemporary', 'Literary Fiction', 'Mystery Thriller', 'Thriller', 'Coming Of Age']"
9781250076922,The Two-Family House,Lynda Cohen Loigman,St. Martin's Press,English,"['Historical Fiction', 'Fiction', 'Historical', 'Adult Fiction', 'New York', 'Audiobook', 'Family']"
9780752853697,The Unadulterated Cat,Terry Pratchett,Gollancz,English,"['Humor', 'Fantasy', 'Fiction', 'Cats', 'Animals', 'Comedy', 'British Literature']"
9780571224388,The Unbearable Lightness of Being,Milan Kundera,Harper Perennial,English,"['Fiction', 'Philosophy', 'Literature', 'Novels', 'Czech Literature', 'Romance', 'Classics']"
9780374280963,The Uncommon Reader,Alan Bennett,"Farrar, Straus and Giroux",English,"['Fiction', 'Books About Books', 'Humor', 'Contemporary', 'British Literature', 'Novella', 'Audiobook']"
9780385542364,The Underground Railroad,Colson Whitehead,Doubleday,English,"['Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Race', 'Literary Fiction', 'African American']"
9781416950585,The Underneath,Kathi Appelt,Atheneum Books for Young Readers,English,"['Fantasy', 'Middle Grade', 'Animals', 'Fiction', 'Young Adult', 'Childrens', 'Juvenile']"
9781481404549,The Unexpected Everything,Morgan Matson,Simon & Schuster Books for Young Readers,English,"['Contemporary', 'Young Adult', 'Romance', 'Young Adult Contemporary', 'Fiction', 'Realistic Fiction', 'Young Adult Romance']"
9780553802023,The Universe in a Nutshell,Stephen Hawking,Bantam,English,"['Science', 'Nonfiction', 'Physics', 'Astronomy', 'Popular Science', 'Space', 'Audiobook']"
9780671578442,The Unlikely Ones ,Mary     Brown,Baen,English,"['Fantasy', 'Fiction', 'Dragons', 'Young Adult', 'High Fantasy', 'Adventure', 'Romance']"
9780812993295,The Unlikely Pilgrimage of Harold Fry ,Rachel Joyce,Random House,English,"['Fiction', 'Contemporary', 'Audiobook', 'Book Club', 'British Literature', 'Adult Fiction', 'Literary Fiction']"
9780553279719,The Uplift War ,David Brin,Spectra,English,"['Science Fiction', 'Fiction', 'Space Opera', 'Hugo Awards', 'Science Fiction Fantasy', 'Fantasy', 'Aliens']"
9780062348708,The Upside of Unrequited ,Becky Albertalli,Balzer + Bray,English,"['Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Fiction', 'Audiobook', 'Queer']"
9780062348708,The Upside of Unrequited ,Becky Albertalli,Balzer + Bray,English,"['Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Fiction', 'Audiobook', 'Queer']"
9780312863944,The Urth of the New Sun ,Gene Wolfe,Orb Books,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Literature', 'Novels']"
9780156932509,The Uses of Literature,Italo Calvino,Mariner Books,English,"['Nonfiction', 'Essays', 'Literary Criticism', 'Books About Books', 'Criticism', 'Literature', 'Writing']"
9781860499265,The Vagina Monologues,V (formerly Eve Ensler),Virago Press Ltd.,English,"['Feminism', 'Nonfiction', 'Plays', 'Drama', 'Womens', 'Theatre', 'Gender']"
9780553381665,The Valley of Horses ,Jean M. Auel,Bantam,English,"['Historical Fiction', 'Fiction', 'Fantasy', 'Historical', 'Romance', 'Adventure', 'Prehistoric']"
9780345434807,The Vampire Armand ,Anne Rice,Ballantine Books,English,"['Horror', 'Vampires', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Urban Fantasy']"
9780345476883,The Vampire Lestat ,Anne Rice,Ballantine Books,English,"['Horror', 'Fantasy', 'Vampires', 'Fiction', 'Paranormal', 'Supernatural', 'Gothic']"
9780140260021,The Van ,Roddy Doyle,Penguin Books,English,"['Fiction', 'Ireland', 'Irish Literature', 'Humor', 'Contemporary', 'Novels', 'Comedy']"
9781423102267,The Van Alen Legacy ,Melissa de la Cruz,Disney/Hyperion,English,"['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Angels', 'Supernatural']"
9780399218859,The Very Quiet Cricket,Eric Carle,World of Eric Carle,English,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Storytime', 'Kids', 'Classics']"
9780060566227,The Vile Village ,Lemony Snicket,HarperCollins Publishers,English,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']"
9781250280015,The Villa,Rachel Hawkins,St. Martin's Press,English,"['Mystery', 'Thriller', 'Fiction', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Adult']"
9780593315415,The Violin Conspiracy,Brendan Slocumb,Anchor,English,"['Mystery', 'Fiction', 'Audiobook', 'Mystery Thriller', 'Music', 'Thriller', 'Contemporary']"
9780446404280,The Virgin in the Ice ,Ellis Peters,The Mysterious Press,English,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Medieval', 'Historical Mystery']"
9780671720148,The Vor Game ,Lois McMaster Bujold,Baen Books,English,"['Science Fiction', 'Space Opera', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook']"
9780671720148,The Vor Game ,Lois McMaster Bujold,Baen Books,English,"['Science Fiction', 'Space Opera', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook']"
9780385534260,"The Wager: A Tale of Shipwreck, Mutiny and Murder",David Grann,Doubleday,English,"['Nonfiction', 'History', 'Audiobook', 'True Crime', 'Adventure', 'Historical', 'Mystery']"
9780451458261,The Wandering Fire ,Guy Gavriel Kay,Roc,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Arthurian', 'Canada']"
9780756401818,The War of the Flowers,Tad Williams,DAW,English,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Fairies']"
9781952457722,The War of Two Queens ,Jennifer L. Armentrout,Blue Box Press,English,"['Fantasy', 'Romance', 'Fantasy Romance', 'Vampires', 'Fiction', 'New Adult', 'Paranormal']"
9780385735339,The Warlock ,Michael Scott,Delacorte Press,English,"['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Magic', 'Adventure', 'Urban Fantasy']"
9780743468404,The Warrior's Apprentice ,Lois McMaster Bujold,Earthlight,English,"['Science Fiction', 'Space Opera', 'Fiction', 'Fantasy', 'Audiobook', 'Science Fiction Fantasy', 'Adventure']"
9780684853154,The Wasp Factory,Iain Banks,Simon & Schuster (NYC),English,"['Fiction', 'Horror', 'Thriller', 'Contemporary', 'Mystery', 'Classics', 'Scotland']"
9780670032563,The Waste Lands ,Stephen King,Viking Adult,English,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Adventure', 'Westerns', 'Audiobook']"
9780440228004,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,Laurel Leaf,English,"['Historical Fiction', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Historical', 'School']"
9780765326355,The Way of Kings ,Brandon Sanderson,Tor Books,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Adult', 'Science Fiction Fantasy']"
9780743467216,The Wedding ,Julie Garwood,Pocket,English,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Fiction', 'Scotland']"
9780060012380,The Wee Free Men ,Terry Pratchett,HarperTrophy,English,"['Fantasy', 'Fiction', 'Young Adult', 'Humor', 'Audiobook', 'Childrens', 'Comedy']"
9780385342315,The Weed That Strings the Hangman's Bag ,Alan Bradley,Delacorte Press,English,"['Mystery', 'Fiction', 'Historical Fiction', 'Young Adult', 'Audiobook', 'Crime', 'Historical']"
9780385342315,The Weed That Strings the Hangman's Bag ,Alan Bradley,Delacorte Press,English,"['Mystery', 'Fiction', 'Historical Fiction', 'Young Adult', 'Audiobook', 'Crime', 'Historical']"
9780778327400,The Weight of Silence,Heather Gudenkauf,MIRA,English,"['Fiction', 'Mystery', 'Suspense', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Adult']"
9780765316882,The Well of Ascension ,Brandon Sanderson,Tor Books,English,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Adult', 'Audiobook', 'Magic']"
9780143034353,The Well of Lost Plots ,Jasper Fforde,Penguin Books,English,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Books About Books', 'Science Fiction', 'Science Fiction Fantasy']"
9780143034353,The Well of Lost Plots ,Jasper Fforde,Penguin Books,English,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Books About Books', 'Science Fiction', 'Science Fiction Fantasy']"
9780152050160,The Whale Rider,Witi Ihimaera,"Harcourt, Inc",English,"['Young Adult', 'Fantasy', 'Magical Realism', 'Fiction', 'Mythology', 'Middle Grade', 'Audiobook']"
9780446580281,The Wheel of Darkness ,Douglas Preston,Warner Books,English,"['Thriller', 'Mystery', 'Fiction', 'Horror', 'Mystery Thriller', 'Suspense', 'Crime']"
9780449206249,The Wheel of Fortune,Susan Howatch,Fawcett,English,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'British Literature', 'Historical Romance', 'Novels']"
9780571164660,The White Castle,Orhan Pamuk,Faber and Faber,English,"['Fiction', 'Historical Fiction', 'Turkish Literature', 'Turkish', 'Literature', 'Novels', 'Nobel Prize']"
9781400031559,The White Lioness ,Henning Mankell,Vintage Crime/Black Lizard,English,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Sweden', 'Scandinavian Literature', 'Nordic Noir']"
9781416563686,The White Queen ,Philippa Gregory,Atria Books,English,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'British Literature', 'Adult', 'Historical Romance']"
9780812508444,The White Rose ,Glen Cook,Tor Fantasy,English,"['Fantasy', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'Military Fiction', 'High Fantasy', 'Science Fiction Fantasy']"
9781416562597,The White Tiger,Aravind Adiga,Free Press,English,"['Fiction', 'India', 'Contemporary', 'Indian Literature', 'Novels', 'Literary Fiction', 'Literature']"
9780316310338,The Wicked King ,Holly Black,"Little, Brown Books for Young Readers",English,"['Fantasy', 'Young Adult', 'Romance', 'Fae', 'Young Adult Fantasy', 'Fiction', 'Magic']"
9780064407687,The Wide Window ,Lemony Snicket,HarperCollins Publishers,English,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']"
9781101990261,The Widow ,Fiona Barton,Berkley,English,"['Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Crime', 'Audiobook', 'Suspense']"
9781250130921,The Wife Between Us,Greer Hendricks,St. Martin's Press,English,"['Thriller', 'Fiction', 'Mystery', 'Mystery Thriller', 'Audiobook', 'Suspense', 'Adult']"
9781250245496,The Wife Upstairs,Rachel Hawkins,St. Martin's Press,English,"['Thriller', 'Mystery', 'Fiction', 'Audiobook', 'Mystery Thriller', 'Suspense', 'Adult']"
9780593598108,The Wind Knows My Name,Isabel Allende,Ballantine Books,English,"['Historical Fiction', 'Fiction', 'Historical', 'Contemporary', 'Literary Fiction', 'Audiobook', 'Adult']"
9780965341981,The Wind-Up Bird Chronicle,Haruki Murakami,Knopf,English,"['Fiction', 'Magical Realism', 'Japanese Literature', 'Fantasy', 'Contemporary', 'Novels', 'Literature']"
9780374384715,The Winner's Crime ,Marie Rutkoski,Farrar Straus Giroux,English,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Dystopia', 'Fiction', 'High Fantasy']"
9780374384685,The Winner's Curse ,Marie Rutkoski,Farrar Straus Giroux,English,"['Fantasy', 'Young Adult', 'Romance', 'Dystopia', 'Young Adult Fantasy', 'Fiction', 'High Fantasy']"
9780374384739,The Winner's Kiss ,Marie Rutkoski,"Farrar, Straus and Giroux",English,"['Fantasy', 'Young Adult', 'Romance', 'Young Adult Fantasy', 'Dystopia', 'Fiction', 'High Fantasy']"
9781101886007,The Winter of the Witch ,Katherine Arden,Del Rey,English,"['Fantasy', 'Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Mythology', 'Romance']"
